time,VNINDEX,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2022-03-14,1446.25,15.3358,68.1566,29.9541,48.3662,19.5797,46.5902,71.0861,31.1718,11.0387,26.2579,11.4267,14.2864,112.5842,58.3432,49.0726,61.51,11.8483,22.9381,26.0424,32.5,22.9109,19.5978,47.344,72.3842,16.8958,39.15,145.0,61.4908,21.147,32.0
2022-03-15,1452.74,15.3827,69.8919,30.5343,48.3662,19.6104,46.1842,72.4274,31.6392,11.0794,26.4585,11.5313,14.2638,116.7203,58.2103,49.1603,60.4316,11.767,22.9994,26.1027,32.7,22.9581,19.9478,45.6009,72.3842,16.9941,39.15,148.0,61.4908,21.6756,31.75
2022-03-16,1459.33,15.3827,71.3379,30.1717,49.3317,19.6411,46.4887,73.2321,31.4989,11.059,26.4872,11.5836,14.4895,116.224,58.2103,49.3359,61.51,11.7941,23.1221,26.4041,32.9,23.1707,19.8728,46.3881,72.0927,17.3084,39.05,147.0,61.5705,21.6169,31.75
2022-03-17,1461.34,15.3827,71.3379,31.5497,49.3317,20.0707,46.6917,71.0861,31.5924,11.2016,26.3439,11.6882,14.5572,114.1559,57.9445,48.9848,61.51,11.9839,23.1834,26.4041,32.8,23.1471,19.7978,46.6692,71.8984,17.3673,39.2,145.0,60.8536,21.4113,32.25
2022-03-18,1469.1,15.3827,73.266,31.8398,49.244,20.1321,48.265,73.031,31.7794,11.2423,26.6592,11.6359,14.4895,113.0806,58.2989,49.0726,60.5115,11.7399,23.2141,26.4041,33.1,23.2416,19.7478,47.344,72.4814,17.4066,39.4,148.2,60.535,21.2938,33.0
2022-03-21,1494.95,15.453,74.1336,31.7673,51.3506,20.1628,48.3665,76.4511,32.3402,11.5275,26.8599,11.7143,14.5346,119.9465,59.7608,49.1603,60.7911,12.011,23.2141,26.7055,33.1,23.3597,19.9478,47.7376,75.299,17.6031,40.5,143.3,61.8094,21.6169,33.2
2022-03-22,1503.78,15.6172,73.0732,31.5497,51.3506,20.2549,48.9248,77.1218,32.3869,11.5275,26.8885,11.9758,14.6475,122.8417,59.8937,49.8626,61.51,11.9568,23.49,26.7356,34.05,23.5722,20.2477,47.7376,75.7848,17.721,41.1,140.8,61.2519,21.6463,33.2
2022-03-23,1502.34,15.5703,72.9768,31.4772,51.7895,20.1628,48.9755,75.3111,33.0879,11.4053,26.8312,11.8712,14.5121,121.6009,59.8051,49.1603,62.908,11.9026,23.4287,26.6452,34.0,23.4305,20.0227,47.7376,75.0075,17.6817,40.7,141.0,60.6146,21.5288,32.85
2022-03-24,1498.26,15.4296,71.9163,31.2596,51.614,19.9787,48.7217,75.3111,32.6206,11.446,26.6019,11.7927,14.4669,121.27,59.3621,49.1603,63.0278,11.9297,23.3674,26.4041,33.65,23.2888,20.0477,46.9504,73.5501,17.5638,40.5,144.0,60.2164,21.3526,32.8
2022-03-25,1498.5,15.3358,71.2415,31.5134,51.3506,19.7638,48.5695,74.2381,32.4336,11.3849,26.6019,11.662,14.3541,121.1046,61.5328,49.1603,62.908,11.9297,23.3674,26.1931,33.65,23.2652,19.9478,46.3881,73.7444,17.4852,40.5,143.0,59.8978,21.5875,32.7
2022-03-28,1483.18,15.1716,69.8919,30.1717,51.3506,19.5183,49.7875,74.104,31.6392,11.1609,26.3152,11.4267,14.2187,120.4428,63.7921,49.1603,62.9479,11.6043,23.0914,25.4697,31.85,23.0526,19.7228,46.3319,72.7728,17.2691,40.25,140.8,58.4641,21.2938,32.0
2022-03-29,1497.76,15.1716,69.4099,30.7519,53.8962,19.6411,53.2387,75.0428,32.2467,11.222,26.2865,11.5313,14.4444,119.1192,64.8996,49.5115,63.1077,11.7399,22.3861,25.7108,32.3,23.0999,20.1477,46.0507,74.3274,17.6424,40.4,142.9,60.1367,21.3819,32.55
2022-03-30,1490.51,15.2889,69.4099,31.586,54.1596,19.6718,53.7969,73.8357,31.6392,11.5275,26.0859,11.4528,14.7378,119.1192,63.9693,48.2825,63.0678,11.7941,23.3367,25.4998,32.25,23.2179,19.9977,46.1069,73.6473,18.4675,40.55,140.5,60.6943,21.6169,32.5
2022-03-31,1492.15,15.4999,70.7595,31.5497,53.984,19.9173,54.3044,72.6286,31.7794,11.5478,25.8566,11.3221,14.8732,117.6302,64.5895,48.4581,63.5071,11.6043,23.3367,25.319,31.7,23.4069,20.0727,46.1632,73.6473,18.4872,40.6,140.5,64.4379,21.8519,33.45
2022-04-01,1516.44,15.6641,69.8919,32.1662,55.6518,20.2856,56.3345,73.5675,32.2934,11.9959,26.2005,11.479,15.0312,121.1873,69.1082,48.3703,66.0234,11.9839,23.6127,25.8615,32.2,23.7612,20.6227,46.5568,74.0359,18.8212,41.05,140.9,65.0751,22.6742,34.05
2022-04-04,1524.7,15.711,71.1451,32.0937,55.8274,20.1628,55.4717,75.3781,34.1161,11.8533,26.2865,11.4528,14.8957,124.0825,68.6652,49.3359,66.5027,11.767,23.6434,27.1275,32.2,23.4541,20.6227,46.4443,74.1331,18.7819,41.35,142.9,65.4734,22.9092,34.05
2022-04-05,1520.03,15.4765,71.6271,31.4046,56.0029,19.8559,55.3195,76.6523,34.0226,11.7108,26.4299,11.9144,14.7378,125.4061,68.7538,49.2481,66.3829,11.5501,23.582,26.7055,31.8,23.1707,20.3977,46.6692,74.2302,18.4086,41.15,141.5,64.0397,22.498,33.65
2022-04-06,1522.9,15.5703,71.8199,31.5497,57.2318,20.0094,57.3496,76.25,34.5834,11.8126,27.0892,12.059,15.0537,127.226,70.3486,49.1603,67.701,11.5772,23.582,26.8863,32.35,23.5722,20.5727,47.5689,74.1331,18.6247,40.25,141.0,63.1635,23.4672,33.6
2022-04-07,1502.35,15.7579,69.9883,31.2233,56.5296,19.9787,57.5018,75.6464,33.9291,11.7719,26.6879,11.7698,15.2117,124.9098,68.6652,49.6871,66.5027,11.1976,23.3981,26.5548,31.9,23.2888,20.4977,46.6692,72.87,18.3497,39.75,137.0,62.5263,23.3791,32.65
2022-04-08,1482.0,15.8751,71.3379,30.3893,55.7396,19.6718,55.0657,73.9028,32.5738,11.5071,26.6019,11.6252,14.986,122.8417,66.4501,49.3359,65.5841,10.8452,23.1834,25.9218,31.0,23.0762,20.0977,46.6692,72.9672,17.6817,40.85,138.4,61.5705,22.7917,32.2
2022-04-12,1455.25,15.6875,71.3379,29.3376,52.6673,19.0273,55.7255,73.031,30.8447,11.3238,25.8566,11.3071,14.5572,124.4846,67.6463,47.9313,65.2246,10.3029,23.3061,25.1984,30.8,22.6747,19.0229,46.3319,70.9268,17.3673,40.65,138.0,61.1722,22.9092,31.1
2022-04-13,1477.2,15.7813,73.0732,29.664,55.564,19.3342,58.4153,73.8357,32.2467,11.4053,25.9139,11.5674,14.7152,125.9736,69.1968,48.0191,65.3045,10.6282,23.3367,25.6505,31.35,22.6747,19.9977,46.3319,71.024,17.6817,41.1,138.1,61.4908,22.9092,31.85
2022-04-14,1472.12,15.8517,74.0372,29.3739,54.8618,19.1501,59.1766,74.8416,32.2934,11.1201,25.7419,11.4517,14.5798,124.7824,70.6587,48.0191,66.6625,10.6554,23.3981,25.319,30.8,22.344,19.5228,45.5447,70.2467,17.5834,40.85,136.9,60.7739,23.2029,31.85
2022-04-15,1458.56,15.7344,76.1581,28.5035,58.6363,19.0273,58.3646,77.1888,33.6487,10.7128,25.3406,11.4228,14.1735,124.0875,70.9688,48.0191,67.3415,10.5469,23.3061,24.1133,30.1,21.541,18.6729,45.0948,69.0808,17.2102,40.35,135.9,60.9332,22.6155,31.5
2022-04-18,1432.6,15.3827,76.9293,27.5244,58.6363,17.9225,58.6183,77.3229,34.3965,10.5906,24.4519,10.6998,13.677,123.0948,70.9688,46.439,67.9007,10.5469,23.1527,22.6062,29.0,21.1867,18.9479,43.6891,67.8177,16.9744,39.75,138.3,61.3315,21.5288,31.35
2022-04-19,1406.45,14.8433,77.0257,27.5244,57.6707,17.6463,56.842,76.3841,32.714,10.5499,24.8246,9.9768,13.2256,119.6204,69.1082,44.771,67.4613,9.842,23.0914,21.0992,27.5,20.6434,18.098,43.6891,66.9432,16.6994,39.4,143.1,60.535,21.0295,30.85
2022-04-20,1384.72,14.9606,73.748,27.5244,56.1785,17.6156,56.842,71.4885,30.4241,10.4888,24.7673,9.2828,13.3159,123.3926,69.1082,45.0344,68.6995,9.1642,23.1527,21.2197,27.55,20.3364,17.748,44.0827,64.9029,16.2475,39.65,142.0,60.2164,20.677,30.65
2022-04-21,1370.21,14.773,70.3739,27.9233,58.373,17.7997,56.842,70.4155,28.508,10.1426,24.8533,9.4274,13.5416,122.1021,68.8867,44.1565,67.7809,8.7846,23.2754,21.7321,27.65,20.5962,17.398,44.0827,62.1824,16.5029,38.75,136.5,59.7385,20.8533,30.5
2022-04-22,1379.23,15.1482,72.784,27.9233,55.3007,18.0452,56.3853,75.3111,27.5733,10.2444,25.1112,9.6587,13.5416,122.3999,69.0196,43.9809,68.0205,8.893,23.1527,21.7321,28.8,20.8324,17.598,46.2194,62.8625,16.6994,38.85,138.2,60.4553,21.6169,30.9
2022-04-25,1310.92,14.304,73.748,26.0013,51.4384,16.787,52.4774,70.0802,25.6572,9.5927,23.3626,8.9936,12.6839,115.1532,64.1908,40.9084,63.2675,8.3779,21.7728,20.225,26.8,19.3916,17.2481,45.9945,61.2108,15.6974,38.1,131.0,58.5437,20.119,29.05
2022-04-26,1341.34,14.4916,75.4832,26.7629,54.3351,16.9711,52.9341,73.098,26.6386,9.9796,23.6206,9.3696,13.2482,115.1532,65.9185,41.9619,67.5013,8.5677,22.3554,20.7977,27.4,19.6042,17.473,45.2635,63.154,16.1493,39.0,129.0,60.4553,21.3819,31.05
