time,VNINDEX,ACB,DGC,DGW,DHC,FMC,FPT,FRT,GIL,HDG,HPG,IDC,IDV,IJC,MBB,MWG,NTL,PDR,PNJ,PTB,PHR,QNS,REE,SSI,TCB,THG,TNG,TPB,CTR,TVS,VCB,VCI,VCS,BVB,VPB
20210827,1313.2,14.89,45.25,34.72,48.99,35.96,54.26,23.44,35.29,26.97,32.75,26.55,26.62,18.17,16.84,53.37,12.92,56.35,59.6,61.73,39.21,36.22,35.15,28.45,23.3,34.49,18.96,12.32,61.43,19.62,42.88,32.71,95.48,14.77,19.97
20210826,1301.12,14.98,44.8,35.0,49.11,35.28,53.9,22.64,34.35,25.89,32.82,25.51,26.66,17.33,16.9,52.56,12.31,55.35,59.88,60.98,39.13,35.77,33.58,28.4,23.42,33.99,18.6,12.36,60.68,19.56,42.44,32.05,95.48,14.77,19.84
20210825,1309.55,15.22,43.67,34.6,48.52,35.24,54.2,22.35,33.23,26.23,33.3,25.16,25.63,17.57,17.2,52.39,12.35,57.54,61.82,60.16,39.37,36.07,31.42,28.82,23.83,34.14,17.47,12.65,61.43,19.5,42.75,32.71,94.76,14.85,20.04
20210824,1298.74,15.15,43.51,35.33,48.57,34.74,54.2,22.58,32.93,25.25,32.85,24.18,25.39,16.8,17.17,52.07,11.87,57.01,61.33,60.16,39.52,35.4,31.31,28.45,23.76,34.19,17.05,12.34,59.31,19.5,42.53,31.78,92.78,14.77,19.91
20210823,1298.86,15.01,44.15,34.19,48.81,33.72,53.67,21.66,33.82,25.2,32.68,25.09,25.47,17.33,17.2,51.29,11.51,54.49,61.47,61.73,39.13,34.66,31.37,29.47,23.64,34.44,16.45,12.25,62.19,20.28,42.66,34.02,94.21,14.62,19.78
20210820,1329.43,15.76,43.51,33.9,50.29,34.9,54.73,22.9,36.23,27.07,33.71,26.69,25.67,18.63,17.98,53.2,12.27,56.41,63.56,63.12,40.15,34.58,33.15,29.05,24.49,34.74,16.33,12.69,63.63,18.95,43.89,33.97,97.7,15.39,20.4
20210819,1374.85,16.56,44.03,33.18,52.06,36.93,55.73,24.42,36.64,29.08,35.02,27.67,26.11,19.8,18.7,55.96,13.03,58.53,65.29,64.88,41.71,35.63,32.83,29.15,25.7,34.74,17.88,13.3,64.47,19.11,45.08,34.95,100.08,16.55,21.08
20210818,1360.94,16.67,42.5,33.18,51.95,36.89,55.44,24.64,35.46,28.68,34.68,26.83,26.11,19.03,18.7,55.96,12.84,59.0,65.78,63.81,41.56,34.95,32.72,27.99,25.6,35.09,17.11,13.5,62.57,18.47,44.29,34.52,98.49,16.63,20.89
20210817,1363.09,16.7,41.24,33.26,52.24,36.17,55.32,24.87,34.8,28.44,34.68,26.48,26.3,18.9,18.76,55.12,12.54,60.46,66.33,63.94,41.95,34.51,30.61,28.5,25.85,35.09,16.87,13.54,62.72,18.08,44.29,33.86,98.18,16.78,21.25
20210816,1370.96,16.74,40.35,32.97,52.01,36.51,55.79,24.07,35.53,29.13,34.02,26.83,26.58,19.37,18.64,55.18,13.24,60.79,65.64,64.25,42.57,35.1,30.56,28.87,26.18,34.94,16.69,13.45,62.42,16.91,44.11,33.31,97.54,16.71,21.41
20210813,1357.05,16.58,39.66,32.31,51.06,34.99,55.44,24.07,34.31,29.37,33.47,25.09,26.46,18.53,17.8,55.48,13.37,60.72,65.64,62.87,41.95,34.51,30.12,27.43,25.31,34.79,15.2,13.19,62.19,15.83,43.67,31.18,96.03,16.24,20.76
20210812,1353.05,16.56,39.86,32.29,52.06,32.71,54.74,23.38,34.31,28.1,33.3,24.46,25.87,18.3,17.74,55.15,12.84,61.32,65.64,64.57,42.03,34.58,30.12,26.82,25.21,34.94,14.43,13.19,62.65,15.65,43.8,30.19,96.11,16.47,20.2
20210811,1357.79,16.88,40.31,33.18,52.95,32.54,56.08,23.79,33.91,27.9,33.68,24.53,25.91,17.73,17.86,56.77,12.16,61.58,66.27,65.58,41.48,34.36,30.5,26.82,25.36,34.94,13.77,13.41,63.18,15.95,44.07,30.14,97.3,16.55,19.97
20210810,1362.43,17.12,41.16,32.95,53.43,33.13,57.07,23.38,34.31,28.68,33.99,25.09,25.91,18.3,17.83,56.42,12.42,61.58,66.54,65.58,41.64,32.37,30.23,27.61,25.36,34.44,14.01,13.05,63.56,16.19,43.41,31.18,98.97,16.47,19.75
20210809,1359.86,17.12,39.86,32.29,53.54,33.22,56.9,22.52,34.31,28.1,34.19,24.95,25.67,18.37,17.98,56.38,12.31,62.05,67.03,62.93,41.64,32.3,30.23,27.57,25.46,34.34,14.01,13.01,62.5,16.07,43.1,31.18,97.62,15.55,19.91
20210806,1341.45,16.67,39.58,31.36,53.25,33.05,56.37,22.3,33.33,28.05,33.3,23.77,25.47,17.7,17.83,55.64,12.01,61.98,66.82,61.67,39.6,32.15,29.2,26.22,25.12,33.79,13.53,12.87,62.72,15.19,43.01,29.76,95.32,15.39,19.78
20210805,1345.55,16.88,40.31,31.36,53.54,32.8,56.37,21.41,33.62,27.61,33.57,23.56,25.43,17.43,18.04,56.12,12.12,62.18,66.54,61.48,39.29,32.22,29.2,26.73,25.46,33.74,13.95,13.01,62.95,15.4,43.58,30.52,96.11,15.55,20.17
20210804,1334.74,16.65,40.27,31.88,52.66,32.71,55.79,21.58,33.33,27.41,32.68,23.28,25.31,17.2,17.86,55.15,11.63,62.18,67.03,62.11,39.84,32.52,29.2,26.41,25.21,33.69,13.35,12.72,63.33,15.43,43.19,29.21,95.32,15.47,19.75
20210803,1332.44,16.79,39.22,31.76,52.95,31.2,55.91,21.72,33.23,27.65,32.51,23.42,25.27,16.7,17.62,55.12,11.78,62.25,67.03,62.68,39.76,32.22,29.37,26.27,25.12,33.49,13.47,12.52,62.04,15.4,43.32,28.17,96.35,15.47,19.84
20210802,1314.22,16.67,39.3,30.24,52.42,31.03,55.79,21.66,32.88,25.89,32.51,23.56,25.27,16.63,17.32,55.12,11.32,62.05,66.4,61.67,39.91,32.74,29.2,25.57,24.63,33.89,13.17,12.49,62.04,15.34,42.53,27.3,97.14,14.93,19.71
20210730,1310.05,16.95,38.65,30.1,49.11,30.61,54.86,21.46,31.86,26.13,32.54,23.98,25.11,16.83,17.38,53.24,11.06,61.32,66.54,59.65,38.97,31.71,29.74,25.38,24.78,33.39,12.64,12.69,61.21,15.04,42.97,27.24,94.28,14.93,19.91
20210729,1293.6,16.02,38.85,29.78,48.93,30.98,54.51,21.46,31.86,25.99,32.41,24.25,25.79,16.36,17.08,52.82,10.33,60.26,64.6,59.53,38.11,31.86,28.34,25.1,24.54,33.99,12.52,12.58,61.43,14.83,42.93,26.12,94.84,14.77,18.83
20210728,1277.07,15.55,37.92,28.42,48.52,30.98,53.69,20.06,31.81,24.52,32.13,24.11,25.79,16.43,16.6,50.97,10.26,60.26,62.58,59.78,38.11,31.63,28.34,24.36,24.1,34.24,12.4,12.4,61.36,15.04,42.53,25.65,95.08,14.08,18.37
20210727,1276.93,15.55,37.64,29.54,48.16,30.98,54.39,20.72,32.59,25.79,31.79,23.56,25.67,16.5,16.48,51.26,10.2,59.53,62.58,60.79,38.19,31.78,28.55,24.17,24.12,34.54,12.64,12.36,61.89,15.04,41.66,25.98,94.44,14.08,18.6
20210726,1272.71,15.34,39.05,29.6,47.69,30.73,54.68,20.72,31.9,26.53,31.37,23.56,25.23,16.56,16.36,52.0,10.32,59.99,63.0,60.47,38.19,30.68,28.12,23.62,23.76,34.49,12.94,11.92,60.68,15.04,42.09,25.16,93.89,13.84,18.51
20210723,1268.83,15.48,37.4,27.92,47.81,29.76,52.81,19.37,31.61,25.84,31.51,23.42,25.07,16.0,16.69,52.46,9.99,58.73,63.21,57.95,38.5,31.19,27.85,23.52,24.0,34.44,12.58,11.96,59.54,15.22,42.53,25.93,91.98,13.84,19.09
20210722,1293.67,15.99,34.97,28.6,46.76,29.76,52.17,19.2,30.39,26.23,32.47,23.14,25.55,16.0,17.05,53.59,10.26,59.73,64.67,57.58,38.94,31.49,28.55,24.27,24.78,33.99,12.7,12.27,59.92,15.46,43.98,27.08,91.82,14.23,19.84
20210721,1270.79,15.85,33.19,27.23,45.55,28.92,50.54,18.43,28.57,25.3,32.16,22.16,24.51,14.96,16.84,53.01,9.69,58.6,63.35,58.21,38.35,31.49,28.23,23.94,24.39,34.19,11.98,12.0,58.7,15.34,43.41,26.8,91.58,13.61,19.68
20210720,1273.29,15.9,32.94,25.45,45.55,28.5,50.65,17.39,28.72,24.12,32.54,22.16,24.04,15.23,16.78,53.4,9.57,59.59,63.9,57.32,38.5,30.68,27.96,24.5,24.0,34.44,12.22,11.96,56.81,14.98,43.94,27.57,90.07,13.69,19.78
20210719,1243.51,15.08,32.09,25.08,45.36,27.65,49.43,17.6,27.69,24.27,30.48,20.91,24.04,14.83,16.33,50.77,9.18,58.2,63.63,56.19,37.14,30.38,27.47,22.92,23.28,34.84,11.27,11.44,56.88,14.44,42.53,26.53,90.31,13.07,19.58
20210716,1299.31,15.76,33.23,26.34,45.36,28.12,50.65,17.42,27.69,24.71,32.16,22.51,24.39,15.93,17.5,54.54,9.46,59.79,66.68,54.87,38.74,30.82,28.07,24.55,25.02,35.74,12.04,12.29,57.94,15.19,44.94,28.5,88.09,14.62,21.05
20210715,1293.92,15.36,32.7,26.8,45.45,27.99,49.84,16.91,27.98,24.12,31.99,22.58,24.35,15.69,17.62,54.21,9.35,57.8,66.06,53.54,38.5,30.82,27.69,24.96,25.26,35.99,11.68,12.21,54.15,15.19,44.94,28.99,84.91,14.54,20.89
20210714,1279.91,14.89,31.57,26.2,45.36,27.7,49.72,16.91,27.2,23.66,30.96,21.95,23.8,14.69,17.35,54.02,9.23,58.0,66.68,53.42,37.57,30.53,27.64,23.71,24.73,35.94,11.33,11.96,52.86,14.83,44.64,27.9,82.61,14.08,20.07
20210713,1297.54,15.43,32.78,27.25,45.92,27.61,50.77,17.74,27.89,22.8,31.3,22.09,23.84,15.69,17.92,56.77,9.27,57.67,68.9,54.49,38.43,30.01,28.07,24.08,26.14,36.13,11.51,12.61,52.94,14.98,45.34,28.83,83.01,14.85,20.89
20210712,1296.3,15.36,33.27,27.92,45.92,26.73,50.25,17.28,27.25,21.75,30.93,21.47,23.96,15.63,17.92,57.29,9.23,60.26,70.92,53.67,37.64,29.5,28.28,23.01,25.94,35.9,11.33,12.7,51.57,14.86,46.96,28.17,83.01,14.46,20.89
20210709,1347.14,16.51,35.57,29.31,48.08,28.67,52.35,16.68,29.26,22.46,32.54,23.7,26.19,16.79,18.64,57.26,9.54,62.58,73.28,55.12,39.76,29.5,28.61,24.45,27.45,36.17,11.98,13.41,53.85,14.92,48.14,30.09,86.1,16.01,22.45
20210708,1374.68,16.98,33.79,29.03,49.67,29.34,52.4,16.56,30.14,21.53,33.71,24.39,26.03,18.02,18.75,55.96,9.84,62.78,73.35,55.12,40.54,29.42,28.66,25.29,27.45,36.13,12.28,13.68,54.61,15.52,48.67,29.7,86.1,17.33,22.62
20210707,1388.55,17.14,33.75,27.21,49.72,30.39,52.81,16.76,30.09,21.18,34.33,25.09,25.07,17.89,18.75,53.79,10.07,63.77,73.98,54.55,40.77,29.27,29.15,25.34,27.45,36.26,12.22,13.59,55.29,15.68,49.72,30.58,85.79,18.18,23.07
20210706,1354.79,16.88,31.57,25.79,47.56,30.52,50.77,15.68,30.39,20.99,33.02,23.7,25.47,17.89,17.86,50.29,10.07,62.58,69.18,54.17,39.6,29.5,28.39,24.45,26.18,36.22,12.22,13.25,54.23,15.65,49.11,30.03,85.79,17.56,23.17
20210705,1411.13,17.8,33.87,27.71,48.55,30.9,54.1,16.85,31.76,21.28,35.23,24.88,26.27,19.21,19.2,54.02,10.68,62.98,68.97,55.81,42.1,29.79,29.64,26.27,28.12,36.49,13.53,14.24,56.12,16.43,49.81,32.27,88.96,19.34,23.73
20210702,1420.27,16.93,33.67,26.68,49.3,31.45,53.63,15.76,31.66,21.26,35.98,25.09,26.94,20.5,19.35,50.87,10.3,63.57,69.11,55.94,43.9,30.38,30.66,26.92,26.33,36.71,14.13,13.68,55.97,16.1,50.38,31.84,88.8,18.33,23.53
20210701,1417.08,16.86,33.67,26.26,49.62,31.03,51.88,15.79,30.19,21.38,36.33,25.3,27.06,20.56,19.35,49.02,10.16,63.57,69.6,55.37,44.37,30.53,31.15,26.73,25.85,36.71,13.83,13.48,54.46,15.22,51.04,29.76,88.88,17.87,22.98
20210630,1408.55,16.74,33.02,26.22,49.2,30.94,51.35,15.53,29.21,21.43,35.43,25.09,26.78,20.84,19.31,49.31,9.99,61.91,69.53,54.43,44.3,30.16,31.2,25.57,25.55,36.71,13.65,13.32,53.7,14.77,51.04,28.55,86.42,17.94,22.1
20210629,1410.04,17.09,33.35,24.96,49.76,31.28,51.7,15.76,29.01,21.28,35.64,25.51,26.78,21.94,19.35,47.69,9.97,63.57,68.49,53.86,44.77,29.86,31.2,25.38,25.94,36.44,13.89,13.52,53.55,15.04,49.99,28.99,86.82,18.25,21.83
20210628,1405.81,17.21,33.59,25.02,50.0,31.11,50.01,15.85,28.62,21.08,36.05,25.79,26.66,21.91,19.2,47.2,10.11,62.71,68.14,54.17,44.92,29.86,30.99,25.06,25.99,36.4,14.31,13.65,54.0,15.07,49.37,29.05,87.14,18.18,22.19
20210625,1390.12,17.05,32.78,25.39,48.73,31.03,49.72,15.42,28.52,21.06,34.88,25.37,26.94,20.5,18.75,46.62,10.18,62.98,67.65,54.17,44.61,29.64,30.56,24.96,25.02,36.75,13.77,13.01,54.53,14.8,49.37,29.1,87.37,17.4,22.26
20210624,1379.72,16.98,32.13,24.66,49.2,31.2,49.43,15.27,28.77,20.74,34.81,25.37,27.34,20.12,18.71,46.72,10.14,59.0,68.14,53.1,45.0,29.79,30.5,23.34,24.68,36.71,13.95,12.92,54.61,14.44,48.54,28.06,82.05,17.56,22.39
20210623,1376.87,16.79,32.17,24.28,49.2,31.95,49.55,15.59,28.91,20.94,35.36,25.79,27.26,21.56,18.66,46.72,10.09,57.08,68.63,54.05,44.37,30.23,30.77,23.2,24.78,37.16,13.83,12.96,55.97,14.5,48.1,28.44,82.61,17.79,22.52
20210622,1379.97,16.72,32.86,25.08,50.23,31.45,49.84,15.99,29.5,21.18,35.57,26.0,27.62,21.16,18.71,47.37,10.24,58.6,68.42,55.06,44.92,30.97,31.15,23.01,24.68,36.98,14.43,12.85,54.78,14.5,47.18,28.72,84.44,17.09,21.54
20210621,1372.63,16.3,32.9,25.49,50.56,32.21,49.95,16.05,29.26,21.08,35.23,26.55,27.38,21.75,18.11,47.3,10.37,59.99,68.14,55.24,45.55,31.19,31.48,22.78,24.44,36.8,14.9,12.78,54.66,14.71,46.74,29.1,84.91,17.02,21.7
20210618,1377.77,16.41,33.02,26.08,50.09,32.88,48.9,16.39,29.55,21.45,35.85,27.11,27.74,21.31,18.06,45.74,10.22,61.05,68.07,55.62,46.17,31.78,32.29,23.48,24.73,37.61,15.5,12.87,55.07,14.74,47.57,28.72,85.39,17.56,21.7
20210617,1359.92,16.37,33.11,25.67,50.04,32.88,48.2,15.93,29.55,21.28,35.36,27.39,27.78,20.03,17.77,45.09,9.56,60.79,66.33,55.69,46.57,31.56,32.45,23.48,24.34,37.2,15.26,12.83,54.49,14.71,45.69,26.89,85.47,17.63,21.54
20210616,1356.52,16.27,32.78,25.49,49.86,31.79,48.49,15.7,28.91,20.52,35.64,27.18,28.29,20.4,17.24,44.45,9.56,60.99,66.06,52.28,44.37,30.97,30.77,22.96,24.58,35.41,14.55,12.9,53.5,14.56,45.6,26.94,83.24,17.71,21.8
20210615,1367.36,16.58,32.22,25.29,49.86,31.03,48.55,16.05,29.31,20.81,36.6,27.46,28.25,20.72,17.51,44.74,9.73,61.32,66.68,52.6,44.3,28.91,30.77,24.17,25.36,35.0,14.78,13.05,53.79,14.56,45.08,27.9,82.37,18.49,21.7
20210614,1361.72,15.99,30.15,25.27,49.95,30.86,48.9,15.53,28.92,20.81,36.88,25.02,27.06,20.28,17.51,44.8,9.76,60.59,67.38,52.41,42.81,29.05,30.02,24.17,25.55,34.87,14.84,13.16,54.14,14.32,44.72,26.8,83.72,18.33,23.14
20210611,1351.74,16.25,29.38,25.29,49.62,30.94,48.73,15.02,29.26,20.64,36.53,26.28,27.34,20.22,17.55,44.45,9.69,57.94,67.31,51.59,42.42,29.05,29.69,22.85,25.51,34.87,14.31,13.27,54.08,14.32,45.08,25.11,83.64,18.18,23.4
20210610,1323.58,15.99,29.46,24.28,49.34,30.86,47.79,14.79,27.91,20.18,35.5,26.28,26.9,19.46,16.88,43.89,9.51,55.15,66.54,50.96,42.18,29.05,29.47,21.44,24.29,34.56,13.29,12.78,50.08,14.14,44.64,24.72,78.58,17.4,23.43
20210609,1332.9,15.93,28.73,23.08,48.73,28.88,47.68,14.79,27.96,20.72,34.61,26.55,27.02,19.74,17.17,44.25,9.6,54.49,66.54,52.28,43.04,28.83,30.02,21.3,24.63,34.29,13.53,13.01,49.97,13.84,44.72,23.11,76.94,17.56,23.43
20210608,1319.88,15.08,28.73,23.02,48.26,28.83,47.15,14.84,27.62,20.86,34.4,26.35,27.02,19.56,16.61,44.12,9.58,54.56,66.68,50.15,43.44,28.76,30.29,20.07,24.0,34.11,13.06,12.69,49.79,13.24,43.85,21.74,76.94,17.02,23.34
20210607,1358.78,16.13,29.54,23.65,49.81,29.76,48.26,14.84,27.77,22.41,36.26,27.46,27.06,20.69,17.71,44.15,9.84,55.22,69.18,50.73,44.53,29.42,30.18,21.5,25.41,34.56,14.07,13.48,50.32,14.2,45.16,22.15,79.98,18.1,23.5
20210604,1374.05,17.0,30.11,24.09,49.86,29.17,49.43,14.9,27.91,22.56,37.5,26.69,26.9,21.53,18.51,44.61,9.84,54.23,69.88,51.02,43.36,29.64,31.04,22.23,26.48,34.65,13.59,14.14,50.55,14.92,46.0,23.25,79.12,18.72,23.4
20210603,1364.28,17.22,30.27,24.68,48.97,27.91,49.72,14.73,28.34,22.75,37.36,27.11,27.06,20.59,18.33,45.09,9.91,51.9,70.29,51.2,41.95,29.57,31.26,22.3,26.57,34.51,13.23,13.86,50.78,14.56,46.79,22.97,80.21,19.18,23.04
20210602,1340.78,16.73,29.02,24.98,48.97,26.98,49.9,14.36,27.33,22.48,37.15,27.39,27.42,19.27,17.15,45.03,9.84,51.11,69.81,49.33,41.32,29.05,30.29,20.98,25.6,34.38,13.53,13.48,50.84,13.66,46.48,21.8,74.84,19.34,22.91
20210601,1337.78,15.8,28.73,25.29,48.73,27.32,50.83,14.1,25.55,22.56,38.18,26.07,27.46,19.43,17.02,44.28,9.69,50.25,69.81,49.16,42.03,29.13,30.83,19.93,25.75,34.42,12.58,13.7,50.37,13.93,45.47,21.22,74.06,20.11,22.62
20210531,1328.05,15.53,29.02,24.48,47.75,27.65,49.17,14.27,26.95,21.62,36.26,26.9,27.78,19.27,16.93,44.93,9.45,51.04,70.09,49.62,42.57,28.91,31.48,20.25,26.04,34.6,11.45,13.57,51.3,13.78,43.23,21.74,74.84,19.88,22.58
20210528,1320.46,14.59,28.82,25.69,47.66,28.2,47.62,14.39,28.68,21.75,33.94,26.07,27.78,19.12,16.79,46.29,9.58,51.57,70.16,50.38,42.03,28.83,32.07,19.06,25.7,34.24,11.68,13.08,51.01,12.91,43.67,20.38,75.38,17.79,22.39
20210527,1303.57,14.33,28.94,26.91,47.23,28.2,47.11,14.39,28.2,21.38,33.79,24.81,27.58,18.33,16.26,46.2,9.47,51.37,70.57,50.67,41.48,28.98,32.02,18.06,24.92,34.82,11.57,12.72,48.69,12.64,43.28,20.05,74.76,15.7,21.96
20210526,1316.7,14.43,29.1,27.9,48.73,28.2,47.87,14.76,29.12,21.5,34.29,24.81,27.02,17.99,16.7,47.01,9.4,49.58,70.71,51.61,41.95,28.91,31.96,18.68,25.6,34.78,11.86,13.03,48.34,12.7,44.02,20.57,74.84,14.85,22.06
20210525,1308.58,14.26,29.02,28.12,49.62,28.24,47.11,14.9,30.13,21.45,34.09,25.37,27.06,17.8,15.95,47.37,9.38,50.25,70.78,52.25,42.73,29.2,31.96,18.65,25.02,34.78,12.04,12.72,47.53,12.03,43.76,20.32,74.68,14.15,21.8
20210524,1297.98,14.07,28.65,28.1,49.44,28.5,46.96,14.82,30.03,21.65,33.08,25.44,27.66,17.8,15.48,47.37,9.4,50.65,70.78,52.19,42.73,28.83,31.96,18.15,24.68,35.0,12.1,12.09,46.84,12.22,42.71,19.97,74.84,14.62,21.77
20210521,1283.93,14.07,28.49,27.03,49.15,28.33,47.11,14.79,28.1,20.57,33.18,25.02,27.3,16.64,15.43,47.17,8.99,50.38,70.71,51.37,40.3,29.05,31.37,17.79,24.63,34.87,11.92,11.96,45.5,12.0,42.44,20.16,73.9,13.23,22.13
20210520,1278.22,14.03,27.08,28.02,49.15,27.06,47.97,13.93,30.18,20.01,33.69,23.91,26.9,16.39,15.37,48.66,8.87,48.39,68.97,49.27,39.44,28.17,31.58,17.56,24.34,34.78,11.68,11.96,42.2,11.37,43.41,20.21,70.0,11.68,21.8
20210519,1262.49,13.73,27.32,27.41,48.59,27.32,45.61,14.41,32.15,20.1,33.43,24.25,27.86,16.95,15.37,45.97,8.78,46.54,64.95,49.27,39.91,28.32,29.74,16.42,24.29,35.0,11.68,11.92,43.07,11.37,41.26,19.97,70.24,11.21,22.03
20210518,1252.68,13.6,26.95,27.13,47.51,27.32,43.7,14.84,34.51,19.96,32.07,24.11,27.82,17.2,14.83,45.97,8.85,46.47,64.95,49.51,39.91,28.46,30.02,16.08,23.44,35.0,11.98,11.63,42.26,11.43,41.48,19.69,70.08,11.21,21.93
20210517,1258.7,13.71,27.12,26.06,47.66,27.32,43.05,15.22,35.67,20.15,31.31,23.49,27.82,17.08,14.65,45.91,9.01,46.54,65.29,49.1,39.6,28.76,29.85,16.17,23.2,35.18,12.04,11.82,44.52,11.55,42.09,19.97,69.92,11.45,21.48
20210514,1266.36,13.68,27.03,26.5,46.86,27.02,42.59,15.45,37.89,21.01,31.06,23.91,28.06,16.64,14.7,46.23,9.23,47.73,65.43,48.75,41.01,29.13,30.29,16.1,23.59,35.27,12.4,11.58,45.1,11.61,42.49,20.05,70.94,11.76,21.74
20210513,1261.99,13.58,27.48,24.88,47.33,26.98,42.19,15.39,38.56,20.84,31.11,24.05,28.06,16.92,14.68,45.42,9.27,47.13,65.5,48.46,42.26,29.13,29.74,15.99,23.28,35.23,12.46,11.42,45.79,11.66,42.44,18.98,71.25,11.45,21.25
20210512,1269.09,13.56,28.29,25.43,47.7,26.98,42.89,15.65,38.47,20.52,31.72,24.6,29.01,16.57,14.79,45.26,9.07,48.13,66.54,48.98,42.81,29.5,29.91,15.87,23.88,35.23,12.58,11.58,46.55,11.84,42.66,19.42,70.39,11.37,20.89
20210511,1256.04,13.43,27.64,25.08,47.23,26.31,42.79,15.47,36.59,20.2,31.36,23.91,27.1,16.13,14.57,44.61,8.94,46.07,65.29,46.65,40.85,28.76,29.69,15.6,22.79,35.14,12.1,11.24,46.32,11.66,42.93,18.65,70.16,11.29,20.56
20210510,1259.58,13.58,28.25,23.87,47.09,26.22,43.1,15.27,36.64,19.71,31.87,23.56,26.62,16.45,14.79,44.8,8.76,46.34,65.02,45.78,40.54,28.46,30.66,15.83,23.32,34.78,12.04,11.27,46.26,11.26,43.01,18.65,70.78,11.45,20.33
20210507,1241.81,13.21,27.68,24.07,44.84,26.22,41.69,15.53,36.39,19.76,30.75,23.91,27.14,16.83,14.08,45.48,8.74,47.0,66.33,47.0,39.13,28.91,30.34,14.91,22.81,34.96,12.28,10.55,47.82,11.26,42.53,17.45,71.72,11.21,20.07
20210506,1250.57,13.06,26.64,23.75,44.19,26.52,41.54,15.82,36.78,20.2,30.05,23.7,27.86,17.2,14.08,46.07,8.96,47.6,66.68,47.52,40.07,29.05,29.8,14.98,22.84,35.23,12.52,10.2,48.11,11.08,43.54,17.45,71.8,11.29,20.17
20210505,1256.43,13.24,26.4,23.71,43.81,26.52,41.64,16.08,37.6,20.54,30.0,23.63,28.57,16.48,14.12,45.71,9.07,47.93,67.38,47.52,40.62,29.13,28.55,15.32,22.28,35.05,12.76,10.38,48.4,11.08,44.37,17.5,71.95,10.75,19.78
20210504,1242.2,12.93,26.25,24.07,42.73,26.26,41.64,15.42,38.13,19.22,30.25,22.72,28.45,16.1,13.92,45.22,8.76,48.39,66.13,46.65,39.91,28.91,28.18,15.01,21.04,35.0,12.34,10.15,47.07,11.28,43.45,17.01,69.61,10.36,19.42
20210429,1239.39,13.0,24.57,22.56,42.73,26.64,40.63,15.47,35.67,19.02,29.39,23.35,28.85,16.54,13.52,45.71,8.87,46.54,68.07,47.87,41.71,29.42,28.99,14.87,19.88,35.27,12.7,9.93,48.98,11.08,43.85,16.98,70.16,10.67,19.09
20210428,1229.55,12.68,24.64,21.93,42.08,26.14,40.58,15.62,34.71,19.12,28.33,23.77,26.74,16.51,13.47,45.42,8.78,47.4,66.47,47.52,40.62,29.42,27.58,14.64,19.37,35.99,12.7,9.88,48.92,11.08,43.41,16.96,69.61,10.52,17.95
20210427,1219.75,12.76,24.18,21.48,42.41,25.55,40.53,15.36,34.66,18.95,28.48,23.21,26.78,16.13,13.18,46.04,8.67,47.86,66.68,47.29,39.13,29.05,27.58,14.5,19.15,35.5,12.64,9.82,48.58,11.63,43.41,16.51,69.61,10.36,17.36
20210426,1215.77,12.49,24.11,22.43,43.11,26.05,40.68,15.36,33.98,18.93,27.87,22.86,26.3,16.13,13.18,46.23,8.78,49.19,65.99,47.23,40.62,29.13,27.74,14.46,19.13,35.54,12.7,9.84,48.58,11.43,43.23,16.16,69.07,10.44,17.3
20210423,1248.53,12.53,24.28,23.06,42.88,26.98,41.69,16.22,34.95,18.88,28.53,23.77,27.02,16.57,13.5,47.85,9.23,46.59,66.68,47.7,41.09,29.72,28.28,15.05,19.64,35.41,13.35,10.15,49.79,11.49,45.6,16.48,70.78,10.67,16.64
20210422,1227.82,12.19,23.93,23.47,42.45,26.98,40.18,16.05,34.27,18.31,27.82,23.07,25.71,16.01,13.01,46.23,8.92,45.34,65.22,46.71,40.46,30.01,27.69,14.48,19.25,35.05,12.58,9.79,48.69,11.61,45.16,16.11,69.38,10.52,15.99
20210420,1268.28,12.61,24.6,24.21,43.11,28.16,41.64,16.85,34.71,19.64,28.93,24.39,26.5,16.48,13.59,46.23,9.51,47.12,65.57,48.17,42.42,30.53,28.12,15.55,19.95,34.91,13.95,10.08,50.84,11.66,45.16,16.77,71.72,10.98,16.16
20210419,1260.58,12.64,25.23,24.28,43.11,27.95,40.94,16.79,35.67,20.08,29.24,25.16,26.5,16.39,13.59,44.58,9.62,45.05,65.29,48.17,42.97,30.9,28.5,15.87,20.17,35.14,13.95,10.26,50.72,11.75,43.19,17.09,71.72,11.14,16.17
20210416,1238.71,12.42,24.21,23.37,41.33,28.24,40.03,16.42,34.42,20.08,27.62,24.81,27.06,16.45,13.45,43.47,9.62,42.14,63.14,47.23,42.1,30.97,27.58,15.51,19.61,34.56,13.71,10.04,51.48,11.43,42.23,17.06,72.81,10.98,15.98
20210415,1247.25,12.7,24.28,23.85,41.7,28.79,40.18,17.08,34.71,20.74,27.57,25.79,28.06,16.79,13.63,43.38,9.8,40.12,63.9,48.4,43.67,31.04,27.96,15.89,19.83,35.0,14.13,10.44,51.71,11.78,42.75,17.38,72.89,11.29,16.32
20210414,1255.87,12.98,24.25,24.15,41.8,29.09,40.68,17.6,35.29,21.18,26.81,26.41,29.09,17.36,13.92,43.93,10.09,40.12,63.56,49.45,44.84,31.19,28.61,16.4,20.27,35.63,14.07,10.75,51.48,12.01,43.28,17.81,73.82,11.45,16.35
