time,VNINDEX,ACB,DGC,DGW,DHC,FMC,FPT,FRT,GIL,HDG,HPG,IDC,IDV,IJC,MBB,MWG,NTL,PDR,PNJ,PTB,PHR,QNS,REE,SSI,TCB,THG,TNG,TPB,CTR,TVS,VCB,VCI,VCS,BVB,VPB
20250611,1315.2,20.95,92.7,38.8,24.85,35.65,116.9,178.0,17.8,26.85,26.1,40.5,26.7,12.25,24.25,61.9,18.25,17.35,76.0,51.7,51.3,47.3,67.5,23.5,30.1,64.3,18.2,13.25,97.1,17.5,55.7,35.45,49.5,12.8,18.0
20250610,1316.23,20.95,91.3,37.1,25.1,35.3,114.72,179.9,17.8,26.55,26.2,40.5,26.9,12.4,24.2,61.5,18.1,17.75,76.1,52.2,51.2,47.2,66.52,23.35,30.05,61.8,18.3,13.05,90.8,17.5,55.9,35.45,49.4,12.8,17.95
20250609,1310.57,20.95,88.1,34.7,25.0,35.5,115.21,170.4,17.5,26.45,26.3,40.2,26.9,12.45,24.25,60.5,18.5,17.7,74.6,52.2,50.9,47.1,66.96,23.35,29.75,61.5,18.4,13.05,88.8,17.5,55.9,35.2,48.3,12.7,17.85
20250606,1329.89,21.0,89.8,33.7,25.45,37.7,114.02,165.0,17.8,27.0,26.05,41.5,26.9,12.6,24.15,60.5,18.4,17.8,75.7,53.3,50.7,47.4,67.83,23.6,30.3,61.5,19.0,13.1,90.0,17.55,56.1,35.9,49.0,12.9,17.8
20250605,1342.09,21.0,90.6,34.95,26.0,37.75,115.81,168.0,17.7,27.0,25.75,42.2,27.2,12.75,24.4,61.7,18.65,18.25,77.9,53.7,50.6,47.5,67.22,23.95,31.1,62.2,19.2,13.15,91.1,17.9,56.3,36.85,49.7,13.1,18.1
20250604,1345.74,21.1,90.1,35.25,25.7,37.7,116.1,168.0,16.95,26.75,25.95,42.4,27.2,12.8,24.55,61.3,19.0,18.45,78.9,53.1,51.3,47.5,62.87,24.2,31.35,61.2,19.2,13.1,90.8,18.0,56.6,36.65,50.1,13.0,18.25
20250603,1347.25,21.25,90.5,34.15,25.7,37.65,116.4,169.5,16.7,26.8,26.0,42.6,27.4,12.8,24.7,62.4,18.0,18.35,77.8,53.7,50.8,47.6,63.39,24.5,31.6,62.0,19.1,13.25,92.1,18.0,56.8,37.2,50.1,13.3,18.3
20250602,1336.3,21.1,89.1,33.25,25.65,37.8,115.11,164.9,16.6,26.65,25.55,42.5,27.4,13.0,24.6,61.0,18.3,18.25,78.2,53.9,51.0,47.3,63.48,23.7,30.85,60.4,18.9,13.1,90.3,17.8,56.2,36.3,49.8,13.4,18.0
20250530,1332.6,21.1,89.9,32.6,25.6,37.8,115.51,168.0,16.8,26.2,25.75,43.6,27.3,12.7,24.35,62.1,17.25,17.1,82.5,55.0,51.3,47.6,62.35,23.45,30.45,59.5,19.2,13.25,90.1,18.0,56.4,36.0,50.1,13.0,17.95
20250529,1341.86,21.3,89.5,33.5,25.95,38.5,116.1,167.5,17.0,26.95,25.55,43.9,27.3,12.65,24.5,64.3,16.9,17.55,84.0,54.0,52.4,47.5,62.09,23.5,30.8,60.5,19.5,13.4,93.4,18.05,56.7,36.15,51.5,13.1,18.15
20250528,1341.87,21.4,90.7,33.4,26.2,38.0,117.39,167.5,17.1,26.85,25.6,43.0,26.7,12.55,24.6,64.4,15.8,17.3,79.3,54.0,49.4,48.0,62.96,23.7,30.5,58.8,19.1,13.35,93.3,17.75,56.8,36.55,50.1,13.2,18.0
20250527,1339.81,21.45,91.8,33.7,26.45,38.9,117.99,168.1,17.4,26.9,25.55,41.9,26.5,12.7,24.75,64.3,16.1,17.6,80.3,54.1,49.3,47.6,63.31,23.7,30.6,59.4,19.5,13.35,94.6,17.75,56.8,37.0,48.9,13.3,18.1
20250526,1332.51,21.5,90.0,32.5,26.0,37.6,116.3,162.2,17.3,26.2,25.55,42.0,26.2,12.4,24.8,64.5,15.1,16.5,80.5,54.7,48.45,47.0,62.52,23.6,30.35,59.6,18.4,13.35,92.9,17.75,57.0,37.0,49.1,12.6,18.15
20250523,1314.46,21.6,87.8,32.0,25.7,35.15,116.1,163.3,16.2,26.35,25.6,39.4,25.8,12.05,24.65,64.2,14.45,16.1,79.0,53.5,45.3,46.7,61.22,23.35,30.15,56.1,16.8,13.25,91.0,17.6,56.8,36.25,47.0,12.4,18.1
20250522,1313.84,21.35,88.8,32.65,25.95,34.9,115.81,164.6,16.3,25.9,25.65,40.2,25.9,12.05,24.65,64.3,14.7,16.4,78.9,53.3,45.55,46.5,61.39,23.35,30.5,54.5,17.0,13.3,90.7,17.6,56.9,36.5,47.3,12.4,18.3
20250521,1323.05,21.43,88.8,32.6,25.95,35.25,117.29,167.2,16.5,25.3,25.75,40.8,26.0,12.25,25.05,64.3,14.85,16.75,80.7,52.1,45.65,46.3,62.44,23.35,30.9,54.3,16.9,13.5,94.5,17.8,57.1,37.0,47.3,12.6,18.45
20250520,1315.15,21.39,89.9,32.85,25.6,35.65,118.19,170.4,16.25,24.5,25.65,41.3,26.0,12.1,24.85,64.7,15.0,16.65,82.3,52.7,46.45,46.2,63.05,23.5,30.95,54.7,17.0,13.5,94.3,17.85,57.1,36.95,47.6,12.4,18.2
20250519,1296.29,21.22,89.5,32.55,25.45,33.4,117.2,168.0,16.6,24.6,25.65,41.0,26.1,12.15,24.6,63.7,15.0,16.7,81.6,52.4,46.2,46.2,61.39,23.35,29.5,53.9,17.0,13.45,95.3,17.6,57.0,36.7,47.1,12.3,18.2
20250516,1301.39,21.26,91.9,33.19,25.45,34.3,119.97,171.8,16.4,24.65,25.8,42.0,26.1,12.2,24.65,63.8,15.2,16.5,81.0,53.3,46.3,46.3,61.74,23.7,29.45,54.3,17.1,13.6,98.0,17.9,57.5,37.55,47.8,12.5,18.05
20250515,1313.2,21.35,93.5,33.88,25.25,34.6,123.94,175.0,16.5,24.8,26.15,42.0,26.4,12.4,25.05,64.3,15.05,16.8,84.4,53.7,47.0,46.0,61.74,23.9,29.9,55.3,17.5,13.75,96.0,17.9,58.7,37.9,48.6,12.8,18.55
20250514,1309.73,20.72,93.8,34.08,25.67,35.15,125.23,175.0,16.4,24.7,26.15,42.9,26.6,12.25,24.5,64.0,15.15,16.8,86.0,53.8,47.45,46.0,62.18,23.9,29.85,54.3,17.8,13.8,96.2,17.7,58.7,37.7,48.9,12.5,18.4
20250513,1293.43,20.55,91.6,33.29,25.67,36.0,118.48,175.0,16.25,24.6,25.8,42.2,26.5,12.25,24.5,63.5,15.3,16.5,82.2,53.9,48.2,46.0,59.74,23.4,29.4,55.2,17.8,13.6,93.4,17.7,56.8,36.85,48.0,12.6,17.23
20250512,1283.26,20.39,91.8,32.8,25.29,35.53,117.29,172.6,16.35,24.2,25.4,40.6,26.0,12.25,23.8,60.8,14.9,16.55,78.6,51.4,47.7,45.6,60.0,23.2,29.4,53.6,17.51,13.75,93.3,17.6,56.6,36.45,46.7,12.2,16.89
20250509,1267.3,20.18,91.7,32.99,24.75,35.2,115.01,170.5,16.3,24.15,25.65,38.7,25.5,12.25,23.5,60.4,15.0,16.65,76.4,50.7,46.3,45.5,59.74,22.95,27.6,53.4,17.03,13.1,93.6,17.5,56.6,36.35,46.6,12.1,16.55
20250508,1269.8,20.18,92.2,33.34,24.5,35.24,113.33,170.5,15.95,24.4,25.7,39.0,25.5,12.4,23.55,60.3,15.4,16.6,74.0,50.0,46.9,45.5,60.61,23.1,27.4,54.2,17.03,13.1,89.3,17.65,57.1,36.85,46.6,12.1,16.55
20250507,1250.37,20.05,92.1,32.45,24.29,35.34,108.77,173.2,16.0,24.5,25.4,37.5,24.8,11.9,23.25,60.1,14.95,16.6,72.8,49.7,44.95,45.0,60.44,22.85,27.0,53.0,16.75,12.96,88.5,17.4,57.0,36.4,46.2,12.2,16.55
20250506,1241.95,20.05,93.3,32.7,24.33,34.77,108.77,171.8,16.0,23.85,25.45,36.7,25.1,11.75,23.55,60.5,14.75,16.15,73.6,50.2,44.8,45.5,60.61,23.15,26.85,53.8,16.75,12.86,89.3,17.25,57.0,37.0,46.9,12.1,16.45
20250505,1240.05,20.09,93.8,32.45,24.33,34.11,107.68,172.5,15.35,23.75,25.7,37.5,25.1,11.8,23.55,61.0,14.7,15.65,70.8,49.5,44.9,45.6,61.31,23.1,26.5,51.8,16.27,12.68,86.8,16.8,57.1,37.0,47.0,12.1,16.16
20250429,1226.3,20.09,91.0,32.16,23.75,34.01,108.47,167.8,15.5,23.4,25.5,36.2,24.7,11.65,23.55,60.8,14.45,15.4,71.1,49.0,43.4,45.8,59.57,22.95,26.3,51.8,15.89,12.68,84.8,16.6,57.3,37.0,46.5,12.0,16.11
20250428,1226.8,20.01,91.5,32.35,23.79,33.63,108.57,165.9,15.15,23.2,25.65,36.4,24.4,11.6,23.7,60.9,14.5,15.7,70.8,48.6,43.3,45.2,60.0,23.05,26.0,51.9,15.89,12.58,84.3,16.85,57.5,36.75,45.4,12.0,16.11
20250425,1229.23,19.97,91.2,32.26,24.17,33.73,111.44,163.0,15.2,23.25,25.7,37.1,25.2,11.6,23.55,60.5,14.55,15.7,70.1,48.6,43.05,44.7,60.79,22.8,25.95,52.4,15.89,12.49,83.9,16.7,57.5,36.35,45.0,12.1,16.06
20250424,1223.35,20.18,91.6,32.26,24.0,33.63,111.05,168.1,15.3,23.0,25.6,37.0,25.1,11.55,23.25,59.7,14.8,15.9,71.0,49.6,42.9,44.9,59.48,23.0,25.75,52.4,15.79,12.54,85.4,16.65,58.2,36.75,45.0,12.1,16.21
20250423,1211.0,20.55,90.8,32.21,23.17,31.97,109.46,168.0,15.35,23.0,25.55,36.1,24.3,11.25,23.4,58.8,14.2,15.6,68.8,49.6,41.7,44.9,59.57,22.75,26.1,52.4,15.5,12.58,83.5,16.5,58.0,36.3,44.3,12.0,16.26
20250422,1197.13,20.14,88.2,31.12,22.67,31.55,109.46,159.8,15.0,22.5,25.05,34.8,23.9,11.1,23.1,57.3,13.6,15.3,67.1,49.75,40.85,44.5,58.7,22.25,25.15,52.5,14.93,12.49,78.1,16.3,58.5,35.8,43.4,11.7,16.16
20250421,1207.07,20.14,87.1,31.22,22.83,33.25,110.75,151.0,15.75,22.5,24.95,36.2,24.8,11.55,22.95,55.6,14.15,16.4,69.5,49.35,43.9,44.9,59.31,22.9,25.75,53.9,15.5,12.63,82.6,15.9,58.2,35.7,45.8,11.9,16.26
20250418,1219.12,20.47,88.5,31.96,22.96,33.63,110.65,146.5,15.55,23.1,25.45,36.3,25.9,11.65,23.25,56.2,14.25,16.4,72.5,50.5,44.6,44.9,56.96,23.35,26.0,54.1,15.41,12.31,85.9,16.7,58.1,37.05,45.9,12.1,16.5
20250417,1217.25,20.3,87.2,31.81,22.75,32.21,108.47,143.0,14.55,22.85,25.5,35.5,25.6,11.6,23.0,56.8,14.3,16.55,69.8,50.0,43.55,44.6,56.35,23.1,26.0,54.1,14.55,12.21,82.9,16.65,58.1,37.6,46.0,11.9,16.11
20250416,1210.3,20.3,87.6,31.71,22.83,31.83,106.98,145.0,13.6,22.2,25.5,35.0,26.4,11.6,22.9,56.8,14.25,16.5,68.6,50.6,43.55,44.3,56.87,23.0,25.8,54.0,14.36,12.07,83.0,16.75,59.3,36.8,43.7,12.0,16.35
20250415,1227.79,20.14,89.5,32.99,22.83,34.11,115.01,148.5,13.5,22.8,25.85,35.7,26.8,11.5,23.0,57.1,13.35,16.5,71.5,52.2,45.6,44.8,56.96,23.3,26.0,54.2,15.31,11.93,83.8,16.65,60.0,36.5,44.0,12.2,16.45
20250414,1241.44,20.72,89.4,33.98,22.83,35.62,117.49,151.0,14.25,23.5,25.35,38.7,27.3,11.75,23.45,56.6,14.05,17.15,73.7,50.9,49.0,44.8,58.61,24.1,26.55,56.2,15.98,12.17,87.0,16.8,59.3,37.3,46.5,12.05,16.84
20250411,1222.46,20.76,83.6,32.4,22.67,35.24,117.49,141.9,14.1,22.0,24.3,38.1,27.0,11.55,23.45,52.9,14.05,17.0,71.7,52.5,49.1,46.64,58.7,23.45,26.6,56.0,15.5,12.31,84.5,16.4,59.8,36.3,46.5,12.24,16.99
20250410,1168.34,19.47,78.2,30.29,22.17,35.76,111.64,132.7,14.2,21.05,22.75,37.7,24.8,11.25,22.05,49.45,13.15,16.1,67.1,51.3,50.5,46.35,56.7,22.0,25.25,53.1,15.31,11.65,79.0,15.75,56.1,34.25,44.0,11.85,16.6
20250409,1094.3,18.21,73.1,28.32,20.75,33.44,104.4,124.1,13.3,19.7,21.3,34.3,22.6,10.55,20.65,46.25,12.3,15.05,62.8,51.3,47.2,42.81,53.05,20.6,23.6,49.7,13.97,10.91,73.9,14.75,52.5,32.05,40.0,10.48,15.53
20250408,1132.79,18.51,78.6,30.43,21.29,35.95,104.21,130.2,14.25,21.15,22.9,38.1,25.1,11.3,20.9,49.15,13.2,16.15,67.5,48.0,50.7,43.1,53.22,22.1,23.95,50.8,15.5,11.09,79.4,15.85,55.8,34.45,42.5,10.48,15.82
20250404,1210.67,19.88,84.5,32.7,22.87,38.65,112.04,140.0,15.3,22.7,24.6,42.3,27.8,12.1,22.45,52.8,14.15,17.35,72.5,50.5,54.5,42.62,57.22,23.75,25.7,54.6,17.23,11.89,85.3,17.0,60.0,37.0,47.2,12.44,16.99
20250403,1229.84,20.18,90.4,35.11,24.17,41.54,112.54,140.5,16.4,24.4,25.35,46.94,30.2,12.8,22.65,54.7,15.2,18.15,76.8,53.0,58.6,42.23,57.48,24.6,25.95,58.7,19.04,12.4,91.7,18.0,60.3,36.3,51.7,12.15,17.38
20250402,1317.83,21.68,97.1,37.72,25.96,44.62,120.96,151.0,17.6,26.2,27.25,52.06,33.5,13.75,24.35,58.8,16.3,19.5,82.5,56.9,63.0,45.97,61.74,26.45,27.9,63.1,21.15,13.28,98.6,19.35,64.8,39.0,57.4,13.71,18.64
20250401,1317.33,21.76,98.2,37.13,26.42,44.81,119.48,154.0,17.75,26.5,27.0,51.77,34.0,13.85,24.6,58.6,16.5,19.45,83.4,56.6,62.0,45.97,62.18,26.05,27.95,61.8,21.05,13.33,98.8,19.2,64.5,39.0,58.0,13.81,18.64
20250331,1306.86,21.72,99.6,37.03,26.83,44.05,119.97,165.0,18.0,26.35,26.75,52.15,34.3,13.85,24.1,59.0,16.5,19.35,83.3,57.2,63.3,45.59,62.09,26.0,27.5,63.4,20.96,13.33,103.0,19.0,64.0,38.3,58.0,13.52,18.5
20250328,1317.46,21.68,102.9,37.43,26.87,44.86,122.95,169.0,17.7,26.35,27.15,51.67,35.0,13.7,23.9,59.8,16.55,19.3,82.0,57.2,68.0,45.78,61.65,26.35,27.55,63.0,20.96,13.24,102.1,19.4,64.8,38.1,57.8,13.71,18.74
20250327,1323.81,21.72,105.1,38.12,26.92,44.86,125.13,171.0,17.9,26.8,27.5,51.67,33.0,13.95,23.9,60.4,16.7,19.6,84.9,57.7,67.0,45.87,63.57,26.3,27.75,66.0,21.05,13.33,103.5,19.55,65.5,38.3,58.5,14.01,18.74
20250326,1326.09,21.85,104.5,38.26,26.92,44.58,121.95,169.8,17.15,26.95,27.55,51.96,32.8,14.1,24.0,60.8,16.45,19.8,86.6,58.2,67.1,45.87,63.13,26.5,28.0,66.7,20.96,13.52,101.5,19.6,65.8,38.4,58.3,14.11,18.84
20250325,1331.92,21.97,104.2,38.71,27.29,44.62,125.42,170.0,17.1,26.9,27.2,52.35,32.7,13.95,24.2,60.5,16.45,20.1,87.8,58.0,66.9,46.35,63.05,26.9,27.9,62.8,20.77,13.8,107.6,19.8,66.2,39.05,58.6,14.3,18.98
20250324,1330.32,22.02,104.0,38.85,26.92,44.62,127.9,172.0,17.05,26.85,27.15,52.35,32.7,13.95,24.4,60.3,16.15,20.0,88.5,57.5,64.5,46.35,62.61,27.15,28.0,61.7,20.29,13.52,108.0,19.8,66.5,39.45,58.5,14.5,19.08
20250321,1321.88,21.81,104.9,38.66,26.96,45.38,126.91,176.0,17.0,27.1,27.15,52.06,32.8,14.2,24.3,60.3,16.5,20.3,89.6,58.0,64.0,46.54,62.18,26.6,27.35,60.5,20.58,13.75,106.0,20.1,66.0,39.1,59.1,14.01,18.98
20250320,1323.93,21.93,106.4,38.41,26.83,45.38,123.94,176.0,17.0,27.4,27.15,52.06,32.9,14.3,24.25,60.0,16.75,20.2,89.8,58.1,63.8,46.74,62.18,26.55,27.45,58.5,20.58,14.17,106.0,20.0,66.8,39.2,57.9,13.71,19.08
20250319,1324.63,21.89,107.9,38.71,27.17,45.24,123.54,180.0,17.2,27.75,27.25,52.35,32.7,15.35,23.85,59.5,17.1,20.55,88.2,59.5,64.3,46.83,60.96,26.55,27.25,57.5,20.77,14.96,107.0,20.0,66.5,38.75,58.0,13.62,18.93
20250318,1330.97,21.97,107.3,39.49,27.37,45.29,128.9,180.0,17.45,28.0,27.6,52.54,32.8,15.2,23.9,61.8,17.6,20.5,88.2,58.4,62.3,46.83,62.0,26.8,27.4,57.7,21.34,15.15,110.0,19.9,66.8,39.1,58.0,13.71,19.28
20250317,1336.26,21.89,107.0,39.89,27.42,45.48,128.9,182.8,17.7,27.8,27.85,52.25,33.0,15.8,24.3,62.0,17.95,20.8,87.9,58.5,62.5,46.93,61.57,27.0,27.45,57.5,21.34,15.24,112.1,20.35,67.3,39.45,58.1,13.91,19.66
20250314,1326.15,21.72,107.0,39.69,27.33,45.66,130.28,180.1,17.5,27.7,27.55,52.44,32.8,15.6,24.3,61.5,17.6,20.2,87.4,57.2,63.8,46.83,61.65,26.95,27.3,59.0,21.53,15.01,112.1,20.05,66.0,38.9,58.4,13.62,19.08
20250313,1326.27,21.81,108.9,39.59,27.54,45.52,135.34,180.0,17.5,27.95,27.7,53.12,32.3,15.5,24.3,61.5,17.5,19.8,90.0,58.3,65.3,46.93,62.79,26.95,27.3,58.31,21.72,14.96,115.0,20.0,65.5,38.85,59.3,13.52,18.74
20250312,1334.41,21.97,110.0,40.53,27.87,46.47,134.74,177.1,18.0,27.95,27.8,54.08,32.5,15.95,24.6,62.7,18.05,20.5,91.0,57.9,64.2,47.69,64.18,26.7,27.85,60.18,21.92,15.06,117.1,20.3,66.7,39.25,59.6,13.91,19.08
20250311,1332.54,22.1,109.1,40.87,28.0,46.47,136.33,178.8,17.25,27.5,28.15,54.66,32.5,15.7,24.8,63.0,18.3,20.6,93.4,58.5,64.8,47.98,64.87,26.7,28.0,60.87,21.63,15.15,118.7,20.3,64.75,39.45,59.9,14.2,19.18
20250310,1330.28,22.1,110.5,40.04,28.25,46.85,138.12,177.5,16.95,27.7,27.95,54.66,32.4,15.35,24.5,62.2,18.35,20.4,93.3,59.0,64.5,48.17,65.22,26.65,27.8,60.96,21.72,15.1,120.2,20.25,64.75,39.25,58.6,14.3,18.89
20250307,1326.05,22.27,111.2,40.13,28.42,46.85,140.2,182.5,16.95,27.7,28.05,54.57,32.35,14.35,24.5,61.9,18.5,20.3,93.9,59.0,65.0,48.08,63.74,26.9,27.75,59.88,22.01,15.24,120.3,20.5,63.61,38.95,58.6,14.4,18.74
20250306,1318.22,22.06,111.1,40.38,28.46,46.85,140.4,182.0,17.2,27.7,27.95,55.05,32.61,14.4,24.1,61.9,18.35,20.0,93.7,59.3,64.9,48.46,64.09,26.9,27.7,59.98,22.01,15.1,119.8,20.35,62.54,38.5,58.6,14.5,18.64
20250305,1304.71,21.85,110.0,38.41,28.46,46.66,137.92,181.5,17.1,27.45,27.55,53.8,32.52,14.15,23.55,59.6,17.85,19.55,93.0,59.1,65.5,48.17,63.57,26.1,27.3,59.49,21.92,15.01,119.0,19.9,62.21,37.1,58.5,14.4,18.5
20250304,1311.91,21.85,112.0,39.15,28.78,46.09,138.81,179.5,17.4,27.85,27.85,54.57,32.61,14.55,23.4,59.5,18.45,20.1,94.2,60.0,66.0,48.17,63.57,26.35,27.5,60.08,22.2,15.1,120.0,19.95,62.21,37.45,58.5,14.6,18.59
20250303,1309.37,21.72,113.3,39.3,28.9,45.29,139.31,181.5,17.5,28.1,28.05,54.66,32.52,14.65,23.1,58.8,18.25,20.1,94.1,60.8,64.0,48.17,63.13,26.6,26.1,59.98,22.39,15.1,120.4,20.1,62.41,37.3,59.5,14.6,18.69
20250228,1305.36,21.72,111.5,39.2,28.54,45.1,139.11,183.0,17.35,28.15,28.0,55.24,32.44,14.8,23.0,58.3,18.25,19.9,94.0,61.4,66.1,48.27,62.96,26.3,26.1,60.28,22.49,15.57,120.4,19.9,62.41,36.45,58.7,14.4,18.79
20250227,1307.8,21.81,110.8,38.71,28.54,44.29,140.1,184.5,17.25,28.3,28.45,55.44,32.61,14.85,23.2,58.6,18.3,19.8,94.7,60.1,65.9,48.27,64.35,26.1,26.25,62.24,22.3,15.75,120.4,20.2,62.88,36.8,59.0,14.5,18.79
20250226,1302.96,21.68,110.0,38.56,28.58,44.01,140.59,180.5,17.3,27.9,27.75,55.15,32.61,14.55,23.2,58.7,17.8,19.2,95.6,60.1,64.6,48.17,63.13,25.85,26.3,61.26,22.3,15.8,119.9,20.15,61.74,36.6,59.0,14.69,18.74
20250225,1303.16,21.72,109.7,38.31,28.5,44.43,137.82,175.3,17.45,27.95,27.5,55.15,32.26,14.55,23.4,58.3,18.25,19.45,95.5,60.4,64.9,48.36,63.73,25.85,26.4,59.49,22.2,15.8,118.4,20.1,61.94,36.8,59.1,14.79,18.84
20250224,1304.56,21.85,109.5,38.61,28.3,44.53,139.31,178.8,17.5,28.0,27.7,55.05,32.7,14.55,23.0,58.4,17.75,19.35,94.6,60.6,65.4,48.56,64.33,25.85,26.5,56.34,22.01,15.89,118.1,19.9,62.54,36.75,59.9,14.5,19.03
20250221,1296.75,21.89,109.5,38.16,28.42,44.48,140.79,184.0,16.95,27.7,26.45,54.08,32.52,14.65,22.9,58.1,17.85,19.15,94.3,60.4,62.4,48.36,61.76,25.35,26.5,54.87,22.39,15.85,120.5,19.5,62.27,36.25,59.3,14.4,18.93
20250220,1292.98,21.68,110.3,38.16,28.66,44.48,141.78,188.5,17.0,27.85,26.55,53.99,31.74,14.65,22.85,56.7,17.95,19.4,94.1,61.0,61.6,48.27,61.85,25.25,26.55,51.33,22.3,15.94,120.0,19.55,61.34,36.3,59.6,14.5,18.69
20250219,1288.56,21.56,108.0,38.21,28.34,44.43,142.78,191.0,16.95,27.85,26.5,53.8,31.57,14.95,22.85,55.8,18.15,19.55,95.0,60.9,57.9,48.56,61.93,25.35,26.1,51.43,22.3,15.85,120.0,19.3,61.34,36.3,58.6,14.4,18.55
20250218,1278.14,21.51,107.5,37.23,28.46,44.15,142.68,190.5,16.75,27.45,26.55,51.86,31.48,14.7,22.7,54.5,17.4,19.2,93.6,59.9,56.7,48.84,57.9,25.15,25.85,51.23,22.2,15.75,121.7,18.6,61.27,35.9,57.6,14.4,18.45
20250217,1272.72,21.56,106.6,37.13,28.38,44.05,142.38,189.2,16.6,27.7,26.15,51.77,31.57,14.5,22.65,54.1,17.4,19.1,95.4,60.5,55.8,49.13,57.21,25.0,25.7,51.62,22.3,15.71,116.6,18.65,61.27,35.55,57.8,14.3,18.35
20250214,1276.08,21.51,108.0,37.28,28.26,44.34,143.67,190.5,16.6,27.55,26.1,52.06,31.31,14.5,22.85,55.2,17.4,19.1,95.6,60.6,54.4,49.13,57.9,24.9,26.0,52.41,22.3,15.75,119.5,18.65,61.27,35.35,58.1,14.3,18.5
20250213,1270.35,21.47,108.5,37.18,27.81,44.34,141.88,190.0,16.15,27.0,25.9,51.86,31.13,14.6,22.9,54.8,17.25,18.95,95.0,61.0,52.8,49.13,58.24,24.8,25.95,51.52,22.11,15.75,121.7,18.4,61.27,34.9,57.6,14.01,18.4
20250212,1266.91,21.43,108.4,37.23,27.81,44.34,143.77,191.8,16.45,26.75,25.85,51.96,31.13,14.4,22.7,56.4,17.35,18.75,95.0,60.5,51.5,48.84,58.33,24.75,25.7,51.43,21.72,15.71,123.1,18.4,61.2,34.6,57.9,13.32,18.4
20250211,1268.45,21.6,108.5,37.08,27.81,44.53,144.16,192.9,16.45,26.9,26.1,51.96,31.04,14.45,23.0,56.4,17.0,18.9,94.5,61.2,51.4,48.84,57.9,24.7,25.9,50.44,22.01,15.85,123.0,18.4,61.47,34.6,57.5,13.52,18.4
20250210,1263.26,21.56,107.6,37.43,27.93,45.14,140.79,188.6,16.7,26.7,25.4,51.86,31.22,14.5,22.9,57.4,17.05,18.8,95.2,60.5,51.3,48.65,57.3,24.9,25.75,50.25,22.2,15.61,121.6,18.35,61.67,34.6,57.7,13.52,18.35
20250207,1275.2,21.47,111.1,38.21,28.34,45.48,144.86,188.4,17.85,27.3,26.65,52.93,31.48,14.2,22.75,58.9,17.35,19.45,97.7,62.1,52.1,49.13,57.3,25.0,25.75,52.51,22.87,15.43,126.0,18.3,62.21,34.4,59.5,13.71,18.45
20250206,1271.48,21.31,111.4,38.46,28.09,44.72,145.25,188.0,18.0,27.4,26.8,53.22,31.04,14.0,22.6,59.1,17.45,19.8,98.99,63.6,52.5,49.42,56.61,25.05,25.2,51.43,22.97,15.43,128.0,18.15,62.14,34.3,59.6,13.71,18.55
20250205,1269.61,21.22,111.7,37.97,28.26,44.15,145.06,197.8,18.15,27.3,26.8,52.93,31.31,14.0,22.5,59.4,17.65,19.75,97.6,63.4,52.8,48.56,57.04,25.05,24.7,54.18,23.06,15.47,128.4,18.05,61.94,34.45,60.0,13.42,18.55
20250204,1264.68,21.1,111.5,38.02,27.97,44.62,144.96,201.4,17.75,27.25,26.85,53.02,31.39,14.1,22.45,59.6,17.1,19.05,97.6,62.1,52.4,48.36,56.61,25.3,24.65,54.38,23.26,15.43,127.0,18.0,61.54,34.55,60.4,13.32,18.25
20250203,1253.03,20.97,110.4,37.57,28.01,43.77,144.26,205.0,17.5,26.7,26.4,52.93,31.04,13.95,22.05,59.6,16.95,18.7,97.5,62.1,52.5,48.36,56.01,24.8,24.25,52.41,23.16,15.06,125.0,17.7,61.27,34.45,59.7,13.22,18.01
20250124,1265.05,21.18,111.4,37.43,29.35,44.05,152.1,206.0,17.9,26.55,26.55,52.83,31.65,13.6,22.4,60.1,16.6,19.1,97.0,62.4,52.0,48.46,55.76,25.25,24.75,53.59,22.97,15.33,131.6,18.0,61.94,34.15,59.8,12.24,18.4
20250123,1259.63,21.14,111.0,36.98,29.47,44.15,152.99,198.5,17.35,26.8,26.65,52.64,31.83,13.5,22.2,59.2,16.5,18.6,96.51,61.2,52.4,48.46,56.53,25.15,24.6,53.1,22.78,15.24,133.4,18.0,61.87,34.25,59.8,11.95,18.4
20250122,1242.53,20.76,109.0,36.69,29.31,43.91,148.43,201.0,17.2,26.4,26.15,52.25,31.83,13.45,21.8,57.4,16.35,18.35,95.22,61.0,50.8,48.17,56.1,24.4,24.2,49.66,22.59,15.01,133.8,17.6,61.0,32.46,59.0,11.66,17.86
20250121,1246.09,20.85,109.0,37.03,29.31,43.49,148.63,192.5,17.4,27.15,26.3,52.83,32.18,13.5,21.85,57.7,16.45,18.4,95.02,62.3,51.3,48.27,56.61,24.45,24.2,48.28,22.3,15.1,128.4,18.2,61.14,32.51,59.9,11.76,17.91
20250120,1249.55,20.89,109.9,37.72,29.59,43.49,148.72,188.0,17.6,27.5,26.45,52.83,32.7,13.6,21.85,57.5,16.65,18.8,95.51,62.5,51.5,47.98,57.39,24.5,24.4,48.18,22.39,15.29,128.9,18.65,61.34,32.02,60.0,11.36,17.91
20250117,1249.11,20.85,109.8,37.13,29.96,43.91,147.73,187.0,17.95,27.6,26.5,52.54,32.96,13.6,21.5,57.7,16.95,18.85,94.62,62.5,51.3,48.75,57.21,24.55,24.4,48.18,22.59,15.06,129.0,18.5,61.87,32.22,60.1,11.36,17.96
